gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description	phrog	category
GU988610.2_137	79363	79563	201	1	0.517	11	AGGA	GENOMAD.145243.VV	1.352e-31	117	0	0	0	8016	Pakpunavirus	NA	NA	PHROG6076	hypothetical protein	6076	unknown function
GU988610.2_138	79732	80718	987	1	0.502	11	AGGAGG	GENOMAD.044351.VV	1.146e-125	403	0	0	0	1246	Caudoviricetes	NA	NA	PHROG6266	hypothetical protein	6266	unknown function
GU988610.2_139	80941	81114	174	1	0.437	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG8175	hypothetical protein	8175	unknown function
GU988610.2_140	81743	82216	474	1	0.525	11	GGA/GAG/AGG	GENOMAD.225624.VP	4.134e-07	51	0	0	0	1	NA	NA	NA	PF10263;COG3091;K03095	Predicted Zn-dependent metalloprotease, SprT family	3768	unknown function
GU988610.2_141	82306	82572	267	1	0.506	11	AGGA	GENOMAD.178165.VV	2.284e-52	178	0	0	0	8016	Pakpunavirus	NA	NA	PF24242	hypothetical protein	5201	unknown function
GU988610.2_142	82584	82727	144	1	0.479	11	AGGAG	GENOMAD.098842.VV	4.762e-18	77	0	0	0	8016	Pakpunavirus	NA	NA	PHROG6353	hypothetical protein	6353	unknown function
GU988610.2_143	82727	83014	288	1	0.535	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6871	hypothetical protein	6871	unknown function
GU988610.2_144	83026	83259	234	1	0.526	11	GGAG/GAGG	GENOMAD.206954.VV	6.024e-45	156	0	0	0	8016	Pakpunavirus	NA	NA	PHROG5289	hypothetical protein	5289	unknown function
GU988610.2_145	83330	83458	129	1	0.496	11	AGGAG	GENOMAD.118483.VV	9.171e-17	73	0	0	0	8016	Pakpunavirus	NA	NA	PHROG6265	hypothetical protein	6265	unknown function
GU988610.2_146	83458	83766	309	1	0.515	11	AGGAGG	GENOMAD.024263.VV	2.88e-25	101	0	0	0	11633	Ounavirinae	NA	NA	PF10902	WYL_2, Sm-like SH3 beta-barrel fold	2267	unknown function
GU988610.2_147	83840	83986	147	1	0.524	11	AGGAG	GENOMAD.129290.VV	1.592e-14	67	0	0	0	8095	Gorskivirinae	NA	NA	PHROG4323	hypothetical protein	4323	unknown function
GU988610.2_148	84223	84606	384	1	0.526	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG7133	hypothetical protein	7133	unknown function
GU988610.2_149	84682	85353	672	1	0.524	11	AGGA	GENOMAD.133370.VV	7.902e-52	184	0	0	0	1246	Caudoviricetes	NA	NA	PF17338;PF01710;COG2826	Gene product 88; Transposase	2554	unknown function
GU988610.2_150	85358	85696	339	1	0.516	11	GGA/GAG/AGG	GENOMAD.147642.VV	1.096e-55	189	0	0	0	1246	Caudoviricetes	NA	NA	PHROG5336	hypothetical protein	5336	unknown function
GU988610.2_151	85696	86064	369	1	0.496	11	AGGAG	GENOMAD.124228.VV	2.457e-76	249	0	0	0	8016	Pakpunavirus	NA	NA	PHROG7542	hypothetical protein	7542	unknown function
GU988610.2_152	86330	86524	195	1	0.492	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6818	hypothetical protein	6818	unknown function
GU988610.2_153	86542	86838	297	1	0.478	11	GGA/GAG/AGG	GENOMAD.147141.VV	8.13e-21	88	0	0	0	8016	Pakpunavirus	NA	NA	PHROG4261	hypothetical protein	4261	unknown function
GU988610.2_154	86835	87059	225	1	0.556	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6913	hypothetical protein	6913	unknown function
GU988610.2_155	87092	87358	267	1	0.528	11	AGGA	GENOMAD.105432.VV	3.989e-31	117	0	0	0	1246	Caudoviricetes	NA	NA	PHROG4025	hypothetical protein	4025	unknown function
GU988610.2_156	87355	87747	393	1	0.534	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6935	hypothetical protein	6935	unknown function
GU988610.2_157	87862	88443	582	1	0.491	11	GGAG/GAGG	GENOMAD.221643.VP	7.882e-28	113	0	0	0	11059	Felixounavirus	NA	NA	PHROG3303	hypothetical protein	3303	unknown function
GU988610.2_158	88512	88757	246	1	0.500	11	GGAG/GAGG	GENOMAD.213661.VV	2.189e-49	169	0	0	0	8016	Pakpunavirus	NA	NA	PHROG6091	hypothetical protein	6091	unknown function
GU988610.2_159	88769	89107	339	1	0.504	11	AGGAG	GENOMAD.147141.VV	2.697e-54	185	0	0	0	8016	Pakpunavirus	NA	NA	PHROG4261	hypothetical protein	4261	unknown function
GU988610.2_160	89143	89622	480	1	0.508	11	GGA/GAG/AGG	GENOMAD.046390.VV	2.838e-34	130	0	0	0	15084	Tevenvirinae	NA	NA	PHROG1106	unknown function	1106	unknown function
GU988610.2_161	89709	90236	528	1	0.540	11	GGAG/GAGG	GENOMAD.216412.VP	2.625e-11	64	0	0	0	1246	Caudoviricetes	NA	NA	PHROG5680	hypothetical protein	5680	unknown function
GU988610.2_162	90305	90517	213	1	0.516	11	AGGA	GENOMAD.213226.VV	1.763e-38	137	0	0	0	8016	Pakpunavirus	NA	NA	PHROG6605	hypothetical protein	6605	unknown function
GU988610.2_163	90545	90715	171	1	0.491	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG6876	hypothetical protein	6876	unknown function
GU988610.2_164	90770	91222	453	1	0.464	11	AGGAG	GENOMAD.192807.VV	3.657e-94	302	0	0	0	8016	Pakpunavirus	NA	NA	PHROG7753	hypothetical protein	7753	unknown function
GU988610.2_165	91240	91530	291	1	0.543	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG5746	hypothetical protein	5746	unknown function
GU988610.2_166	91625	91891	267	1	0.536	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	PHROG11201	hypothetical protein	11201	unknown function
GU988610.2_167	91989	92183	195	1	0.492	11	GGAG/GAGG	GENOMAD.171006.VV	1.514e-29	111	0	0	0	1246	Caudoviricetes	NA	NA	PHROG4310	hypothetical protein	4310	unknown function
